participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
1,,,,,,,,,3413.71147,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3418.096668,3413.696478,,,2,0,2,6,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence3,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3418.111514,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3420.896616,3418.096808,,,3,0,3,5,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence2,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3420.911436,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3424.780071,3420.896806,,,4,0,4,7,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence4,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3424.794715,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3430.863367,3424.780215,,,5,0,5,0,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalInculp,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3430.87835,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3438.980484,3430.863513,,,6,0,6,1,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalExculp,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3439.011444,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3443.097091,3438.980627,,,7,0,7,2,5,0,5,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorInculp,28,First degree murder through arson,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-05_16h25.19.583,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3444.578182,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3447.563857,3444.547849,3444.545291,3443.097256,0,0,0,4,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence1,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3447.578177,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3452.280089,3447.564053,,,1,0,1,6,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence3,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3452.294779,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3454.663458,3452.280226,,,2,0,2,7,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence4,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3454.678372,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3458.380573,3454.663606,,,3,0,3,2,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorInculp,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3458.395008,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3461.597363,3458.380712,,,4,0,4,5,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence2,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3461.611593,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3464.696985,3461.597501,,,5,0,5,0,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalInculp,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3464.711632,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3468.131155,3464.697125,,,6,0,6,1,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalExculp,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3468.145207,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3471.546895,3468.131293,,,7,0,7,3,6,0,6,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorExculp,18,Human trafficking,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-05_16h25.19.583,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3475.261882,,,59.95901203,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3483.747667,3475.231725,3475.228736,3471.547056,0,0,0,7,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence4,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3483.761868,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3486.730991,3483.747866,,,1,0,1,6,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence3,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3486.745461,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3493.031067,3486.731134,,,2,0,2,3,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3493.045581,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3496.580837,3493.031216,,,3,0,3,5,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence2,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3496.595645,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3502.431283,3496.580981,,,4,0,4,2,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3502.445445,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3506.13126,3502.431423,,,5,0,5,4,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence1,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3506.145562,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3510.764009,3506.131404,,,6,0,6,1,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3510.778948,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3514.280902,3510.764151,,,7,0,7,0,7,0,7,2,,,,2023.2.3,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,2026-03-05_16h25.19.583,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3515.746938,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3519.231439,3515.715491,3515.712654,3514.281061,0,0,0,7,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence4,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3519.245758,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3522.664257,3519.231634,,,1,0,1,6,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence3,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3522.679111,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3529.514599,3522.664398,,,2,0,2,1,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalExculp,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3529.529449,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3532.348083,3529.514745,,,3,0,3,0,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalInculp,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3532.362652,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3540.831398,3532.348241,,,4,0,4,3,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorExculp,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3540.846038,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3542.931313,3540.831543,,,5,0,5,4,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence1,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3542.946239,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3546.631548,3542.93145,,,6,0,6,2,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorInculp,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3546.646331,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3550.364935,3546.631685,,,7,0,7,5,8,0,8,9,,,,2023.2.3,The defendant recently has had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence2,30,Multiple Vehicular Homicide,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,2026-03-05_16h25.19.583,Urine tests from the defendant showed high levels of alcohol,The defendant has earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3554.596556,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3558.281811,3554.565911,3554.563296,3550.3651,0,0,0,7,9,0,9,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence4,19,Reckless discharge of a firearm,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-05_16h25.19.583,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3558.296402,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3560.648524,3558.282005,,,1,0,1,2,9,0,9,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorInculp,19,Reckless discharge of a firearm,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-05_16h25.19.583,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3560.662914,,,59.95901203,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3564.531921,3560.648666,,,2,0,2,6,9,0,9,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence3,19,Reckless discharge of a firearm,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-05_16h25.19.583,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3564.546464,,,59.95901203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,3574.964912,3564.532057,,,3,0,3,0,9,0,9,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalInculp,19,Reckless discharge of a firearm,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-05_16h25.19.583,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1,,,,,,,,,3574.979814,,,59.95901203,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,3579.015355,3574.965053,,,4,0,4,1,9,0,9,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalExculp,19,Reckless discharge of a firearm,2026-03-05 16h25.35.213719 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-05_16h25.19.583,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,
